Pirai,,Rurrenabaque,,portachuelo2estrellas,
1667.952844,5258.433344,3365.275398,5259.153955,3298.187184,6405.756761
1668.332919,5260.951344,3366.51779,5260.453256,3298.920668,6405.758805
1668.597741,5260.951344,3368.671058,5261.713774,3299.672769,6405.767293
1668.820384,5260.951344,3371.72435,5264.093562,3300.43306,6405.772394
1669.128118,5263.644344,3373.367957,5269.042662,3301.187394,6405.79551
1669.400193,5266.821344,3374.710325,5269.276176,3301.932048,6405.806428
1670.518037,5277.776344,3375.966652,5269.34661,3302.674468,6405.882722
1672.288602,5301.722344,3377.361174,5269.402806,3303.413165,6405.982635
1673.433573,5319.274344,3378.610516,5269.426663,3304.155585,6406.985537
1674.086462,5319.274344,3379.771692,5270.473159,3304.88609,6411.054669
1674.580284,5319.274344,3380.874588,5271.062853,3305.581597,6415.046369
1675.014044,5319.274344,3381.933678,5273.851713,3306.272635,6416.130553
1675.396837,5319.274344,3383.042934,5276.588803,3307.003885,6416.50551
1675.77963,5319.274344,3384.158586,5276.785612,3307.760454,6416.532656
1676.162424,5319.274344,3385.988516,5276.815216,3308.522235,6416.578683
1676.542991,5319.274344,3387.375499,5277.05088,3309.225932,6416.623538
1676.872377,5319.274344,3388.516995,5279.173186,3309.916971,6416.636668
1677.222396,5319.274344,3389.539572,5283.911236,3310.60801,6418.372239
1678.170628,5321.745344,3390.526581,5284.862525,3311.301283,6428.254926
1678.565556,5341.180344,3391.734633,5288.161407,3312.01615,6430.686756
1678.948349,5341.180344,3392.806099,5294.909787,3312.751868,6432.355093
1679.331142,5341.180344,3393.793108,5296.812005,3313.514394,6434.7292
1679.713935,5341.180344,3394.858373,5303.963695,3314.276919,6435.211338
1680.096728,5341.180344,3395.845382,5307.598989,3314.591908,6435.253585
1680.459494,5341.180344,3396.898321,5313.013979,3314.897961,6435.268103
1680.78888,5341.180344,3398.133789,5318.015869,3315.195077,6435.388354
1681.118265,5341.180344,3399.192879,5321.932489,3315.483258,6436.124348
1681.547393,5341.180344,3400.360673,5324.173553,3315.763248,6441.286988
1681.895922,5346.970344,3401.589241,5325.106186,3316.035047,6444.955663
1682.176494,5346.970344,3402.852579,5326.046979,3316.300144,6445.039921
1682.457067,5346.970344,3404.247101,5326.064385,3316.55556,6445.159526
1683.269282,5346.970344,3405.619094,5326.535996,3316.796828,6445.162059
1683.958135,5357.952344,3406.703058,5327.83823,3317.022458,6445.491947
1684.334252,5358.026344,3407.690067,5333.08774,3317.235429,6445.496636
1684.663638,5358.026344,3408.631097,5339.42244,3317.434996,6445.526373
1685.450612,5358.026344,3409.671807,5342.845386,3317.618926,6445.53973
1685.884372,5401.404344,3411.006845,5343.659753,3317.790196,6445.565479
1686.23156,5401.404344,3412.575019,5343.68697,3317.951041,6445.607912
1686.520269,5401.404344,3413.783072,5343.924317,3318.101461,6445.616074
1686.76577,5401.404344,3414.854537,5344.726753,3318.242201,6448.715513
1687.018654,5401.404344,3415.824112,5350.192633,3318.374749,6448.781757
1687.299227,5401.404344,3416.737223,5351.968706,3318.498362,6448.919321
1687.5798,5401.404344,3417.747842,5352.121182,3318.613783,6449.115582
1687.860373,5401.404344,3419.443198,5352.128549,3318.721013,6449.195691
1688.183346,5401.404344,3420.822668,5352.128549,3318.820797,6449.535154
1688.464715,5401.404344,3421.912918,5353.529787,3318.913879,6450.45928
1688.805104,5401.983344,3422.905796,5360.347787,3319.001003,6450.503791
1689.106966,5405.698344,3424.060392,5360.394044,3319.08217,6450.547292
1689.339915,5405.698344,3425.946282,5360.945126,3319.158125,6450.588169
1689.508129,5405.698344,3427.340804,5361.409394,3319.228867,6450.611779
1689.873974,5405.698344,3428.381515,5361.894151,3319.294397,6450.611779
1690.07702,5414.347344,3429.328205,5362.102939,3319.356203,6450.645963
1690.235191,5414.347344,3430.235815,5363.580099,3319.414286,6453.982674
1690.362187,5414.347344,3431.165599,5365.213547,3319.47088,6455.282407
1690.463915,5414.347344,3432.268495,5370.128551,3319.528218,6457.507824
1690.565644,5414.347344,3433.581716,5374.623411,3319.590769,6459.477664
1690.671966,5414.347344,3434.716717,5376.977663,3319.658532,6460.097994
1690.801259,5414.347344,3436.343345,5378.437022,3319.730764,6460.105649
1690.950242,5414.347344,3438.89471,5378.511503,3319.811186,6460.255999
1691.114005,5414.379344,3440.598795,5379.465877,3319.902779,6468.462719
1691.298537,5414.379344,3442.016117,5385.000607,3320.006286,6471.776839
1691.459333,5414.379344,3443.307778,5389.322365,3320.12692,6476.778447
1691.62013,5414.379344,3444.61378,5392.467421,3320.283297,6477.262147
1691.7783,5414.379344,3446.344287,5392.616778,3320.464993,6486.453377
1693.621381,5414.934344,3447.753984,5392.694443,3320.665304,6491.638461
1694.75017,5466.090344,3448.935087,5393.470296,3320.881999,6493.627445
1695.114419,5466.090344,3450.025337,5394.836602,3321.130713,6498.197505
1695.470119,5466.236344,3451.109301,5398.066354,3321.411448,6498.977934
1695.751074,5466.236344,3452.174567,5399.879599,3321.715266,6499.155697
1695.986844,5466.236344,3453.35567,5400.470598,3322.042914,6500.55106
1696.178404,5466.236344,3454.668891,5400.480271,3322.39588,6500.580719
1696.369965,5466.236344,3455.79741,5400.483519,3322.772675,6500.591354
1696.560199,5466.236344,3456.802086,5400.924851,3323.172554,6504.624554
1696.719929,5466.236344,3457.75446,5406.444167,3323.601474,6505.033968
1696.879659,5466.236344,3458.689855,5407.217719,3324.055713,6507.381278
1697.034685,5466.236344,3459.630885,5409.602039,3324.53527,6509.183442
1697.166193,5466.236344,3460.69615,5410.878691,3325.031954,6509.238792
1697.295636,5468.434344,3461.883944,5411.334305,3325.545766,6509.240579
1697.393345,5468.434344,3463.197165,5414.500035,3326.075214,6509.286933
1697.482931,5468.434344,3464.481706,5421.224015,3326.616578,6509.442975
1697.589663,5471.109344,3465.590962,5428.591855,3327.172089,6509.637505
1697.692786,5471.109344,3467.495772,5438.066145,3327.738026,6512.007659
1698.971361,5471.109344,3469.722644,5441.810045,3328.309921,6512.103573
1699.398237,5494.571344,3471.938896,5443.926413,3328.868411,6512.540931
1699.796371,5496.029344,3473.669402,5445.959629,3329.420199,6521.761661
1700.194505,5496.346344,3475.435588,5451.778679,3329.973477,6524.673049
1700.59264,5499.034344,3477.08774,5456.157979,3330.534946,6524.686649
1700.98752,5525.733344,3478.97363,5459.505571,3331.090458,6524.810359
1701.246735,5525.733344,3481.59618,5462.502421,3331.66682,6525.005198
1701.435178,5530.094344,3483.597724,5466.523371,3332.287861,6525.336791
1701.619191,5530.094344,3485.409274,5476.433431,3332.926774,6525.584582
1701.754473,5530.094344,3487.531555,5477.934287,3333.573134,6526.699783
1702.002436,5530.436344,3490.363582,5478.55388,3334.249279,6530.914948
1702.275871,5543.744344,3492.743112,5479.880856,3334.987231,6532.61354
1702.48265,5543.978344,3494.82457,5480.847668,3335.7438,6535.343804
1702.694228,5545.154344,3496.476722,5485.628448,3336.510048,6555.051884
1702.882671,5545.154344,3497.917125,5488.6247,3337.285978,6572.536784
1703.717037,5545.168344,3499.259493,5491.89574,3338.104352,6574.915636
1705.27427,5567.218344,3500.746882,5494.622434,3339.009851,6580.70536
1706.300025,5600.378344,3502.074614,5498.269284,3339.988326,6589.65145
1706.816826,5603.199344,3503.303182,5502.594794,3341.001056,6601.48681
1707.75281,5607.354344,3504.552524,5505.135351,3342.071868,6610.50807
1711.801135,5608.686344,3505.720318,5506.396779,3343.24991,6629.09707
1712.525165,5644.356344,3507.092311,5508.469145,3344.511354,6634.07893
1712.938008,5644.356344,3508.509632,5509.640426,3345.930664,6637.67167
1713.252217,5644.356344,3509.717685,5529.349526,3347.596454,6645.64102
1713.502353,5644.356344,3511.104668,5536.650232,3349.39107,6645.954085
1713.747349,5644.356344,3512.953112,5538.234778,3351.289193,6646.484577
1713.980496,5644.356344,3517.016507,5541.523528,3352.304156,6648.385808
1714.266265,5646.603344,3519.05772,5546.198688,3353.328055,6653.518298
1715.314827,5670.271344,3520.625894,5552.123718,3354.3594,6657.786838
1715.700621,5670.278344,3522.677113,5560.906428,3355.398192,6659.456312
1716.036925,5672.773344,3526.150723,5566.852562,3356.442197,6659.789785
1716.633177,5672.773344,3528.409688,5570.355982,3357.481734,6661.260787
1717.042089,5675.559344,3531.203901,5589.240182,3358.513824,6666.05132
1717.378393,5677.649344,3533.33647,5595.219672,3360.60928,6672.563081
1717.698427,5677.967344,3536.056147,5608.132072,3362.723352,6681.298971
1718.091406,5677.967344,3538.751306,5624.300412,3364.876146,6684.903615
1718.589987,5688.690344,3541.361897,5639.685512,3367.026707,6686.110375
1720.43599,5715.217344,3544.442003,5652.890512,3369.133332,6688.019565
1720.890383,5721.875344,3549.732345,5668.992912,3371.210916,6693.697915
1721.210416,5724.648344,3555.427978,5688.550512,3373.292224,6695.076403
1721.507151,5724.648344,3561.682174,5698.059182,3375.348213,6700.038603
1721.821359,5724.720344,3568.892451,5709.321132,3377.346864,6708.864103
1722.298941,5724.720344,3576.603624,5715.328032,3379.297112,6712.342571
1722.836552,5735.497344,3582.991902,5725.193992,3381.167683,6713.795348
1724.621433,5749.648344,3590.032284,5739.129692,3382.867727,6716.134728
1725.559967,5766.159344,3597.242562,5752.227532,3384.494796,6719.375808
1726.157709,5784.991344,3602.652302,5770.749532,3386.071228,6723.447664
1726.661721,5785.009344,3608.306462,5786.005832,3387.611172,6729.409044
1729.100701,5785.009344,3614.922634,5808.319412,3389.159307,6740.498741
1729.711231,5800.352344,3623.05124,5821.017212,3390.740952,6742.383519
1730.141699,5800.444344,3634.536883,5832.631782,3392.457379,6745.733569
1730.819657,5800.776344,3642.879866,5836.345682,3394.211039,6756.103299
1731.814142,5811.966344,3649.404215,5842.319122,3395.97289,6758.357223
1732.212276,5811.966344,3654.87436,5852.399502,3397.785377,6761.234053
1732.610411,5811.966344,3660.304186,5865.004462,3399.662649,6767.363769
1733.008545,5811.966344,3666.083391,5880.337362,3401.127383,6769.335982
1733.397259,5812.130344,3672.838949,5912.409362,3402.600309,6775.397972
1733.647395,5812.162344,3680.498999,5926.093142,3404.071745,6793.576072
1733.916369,5812.162344,3689.366413,5930.981242,3405.553606,6806.246632
1734.285896,5816.708344,3698.750795,5943.356022,3407.063019,6815.668142
1734.536033,5818.350344,3705.436408,5953.990762,3408.795828,6831.117082
1734.786169,5818.350344,3711.385324,5973.091562,3410.683526,6841.521702
1735.031164,5818.424344,3717.442049,5995.964762,3412.731324,6849.508052
1735.219607,5818.424344,3723.696245,6003.425742,3414.931776,6862.021818
1735.654481,5818.692344,3731.614256,6009.441842,3417.284882,6868.260108
1736.119631,5820.238344,3741.264555,6032.411862,3419.796599,6880.053118
1736.676073,5830.936344,3749.74345,6051.268342,3422.4848,6893.819818
1737.284675,5835.981344,3759.127831,6068.958442,3425.353206,6902.915048
1737.736698,5836.351344,3770.380631,6073.053292,3428.395862,6904.793534
1738.159981,5838.806344,3780.423894,6084.564312,3431.615,6905.856198
1738.677027,5839.396344,3791.643693,6096.751142,3435.019557,6914.716768
1739.587761,5847.788344,3801.779135,6104.603722,3438.62666,6925.449818
1740.150137,5859.586344,3816.623422,6114.089012,3442.25238,6929.34809
1740.774531,5860.056344,3826.423616,6126.304092,3445.767146,6933.21501
1741.286405,5861.807344,3835.925566,6132.544602,3449.106918,6936.72674
1741.688132,5873.981344,3846.657938,6136.757552,3452.530837,6950.19759
1742.631435,5881.294344,3853.966558,6147.526622,3456.094005,6954.73379
1743.411921,5902.268344,3860.045014,6156.697242,3459.562603,6960.35831
1743.810056,5904.170344,3865.43473,6177.889142,3462.891205,6963.525737
1744.159377,5904.170344,3871.578674,6193.014702,3466.116301,6971.495927
1744.479411,5904.170344,3878.813458,6204.405762,3469.222997,6979.662939
1744.799444,5904.359344,3887.374611,6215.023322,3472.442135,6981.342272
1745.119477,5904.359344,3897.571809,6222.683372,3475.846692,6986.299222
1746.552521,5904.395344,3906.985484,6234.351672,3479.4322,7002.278622
1748.078894,5948.511344,3916.487434,6246.124732,3483.030368,7007.707324
1748.592786,5950.636344,3923.648884,6258.001592,3487.153516,7010.519694
1748.99092,5950.710344,3930.593417,6286.926992,3491.110606,7011.783179
1749.32397,5950.710344,3939.182121,6315.646892,3494.84579,7017.634459
1749.644004,5950.764344,3951.560371,6323.920392,3498.370981,7023.773129
1750.558849,5950.857344,3968.771112,6340.511412,3501.695116,7030.378099
1751.353788,5979.752344,3984.37956,6347.273782,3504.839789,7037.411399
1751.745414,5979.874344,3995.831747,6368.702482,3507.776703,7042.375219
1752.059623,5979.874344,4008.963219,6372.757252,3510.73,7045.609411
1752.309759,5979.874344,4024.206633,6385.301822,3513.860525,7050.880925
1752.554754,5979.874344,4042.435519,6395.874142,3517.163065,7057.308945
1752.743198,5979.874344,4058.832732,6401.975122,3520.849101,7064.675035
1752.936782,5979.874344,4077.976804,6407.781662,3524.374292,7071.817445
1753.176636,5979.874344,4094.543225,6408.80416,3527.698427,7077.919545
1753.365079,5979.874344,4109.229747,6411.85372,3530.8431,7092.890865
1753.556093,5979.928344,4120.449546,6414.052568,3533.810546,7102.084045
1753.7651,5979.928344,4129.28882,6417.843346,3536.601508,7108.986235
1753.953544,5979.928344,4137.631803,6423.169824,3539.220456,7114.310175
1754.141987,5979.928344,4146.138052,6428.189814,3541.828233,7116.757713
1754.33043,5979.928344,4156.647846,6430.823134,3544.605047,7118.785881
1754.518873,5979.928344,4163.126621,6438.005204,3547.558344,7125.50844
1754.707316,5979.942344,4168.596766,6445.929934,3550.688869,7130.45305
1754.885392,5980.312344,4177.520644,6458.431914,3553.997366,7133.220196
1755.046188,5980.312344,4191.133024,6463.667724,3557.50543,7146.172126
1755.217352,5980.407344,4201.737833,6487.213124,3561.217529,7151.879876
1755.405795,5980.555344,4211.180876,6511.813724,3564.596024,7164.476536
1755.594238,5980.629344,4220.831175,6531.825514,3567.392199,7178.270556
1755.782681,5981.283344,4229.447478,6545.655534,3570.105717,7185.036966
1755.978836,5982.057344,4242.615549,6556.599294,3573.070184,7197.158146
1756.252271,5982.057344,4259.224438,6560.926874,3576.044332,7208.880906
1756.534444,5983.394344,4271.323351,6563.523274,3579.045286,7223.499766
1756.854477,5983.408344,4280.475529,6569.307194,3582.352294,7237.077626
1757.113351,5983.462344,4287.612658,6573.206734,3585.64143,7246.669096
1757.369312,5983.462344,4293.583035,6585.179474,3588.862802,7254.220026
1757.672213,5986.714344,4299.362241,6602.294754,3591.876416,7268.064846
1758.106273,5989.049344,4305.594276,6613.206194,3595.135766,7277.716136
1758.594018,5994.085344,4312.095813,6619.219314,3598.237249,7285.435106
1758.836443,5994.121344,4318.643035,6647.859014,3601.396815,7296.635096
1759.014518,5994.121344,4325.167383,6656.902644,3605.234761,7299.429831
1759.175314,5994.121344,4332.353229,6659.65379,3609.34674,7302.248831
1760.586242,5994.267344,4339.937023,6663.22668,3613.707432,7318.151691
1761.619811,6037.228344,4347.648197,6669.18866,3618.238651,7325.902091
1761.837556,6037.246344,4355.257344,6673.74645,3622.901673,7332.424071
1762.025999,6037.282344,4362.44319,6675.292162,3627.41502,7349.490091
1762.214442,6037.356344,4368.786556,6676.351171,3631.59774,7360.326651
1762.402885,6037.491344,4374.440716,6677.129641,3635.621105,7364.201499
1762.591329,6037.834344,4379.652495,6677.448154,3639.69734,7368.625769
1762.784913,6037.834344,4384.318945,6677.592389,3643.632835,7374.866289
1763.044128,6039.562344,4388.719712,6677.674849,3647.770132,7382.523109
1763.368099,6041.821344,4392.983242,6677.831237,3652.117421,7388.056495
1763.618236,6041.821344,4397.112591,6678.347794,3656.41035,7391.422167
1763.832384,6041.821344,4400.998466,6685.928784,3660.691365,7394.983095
1764.07738,6042.073344,4404.605852,6686.845974,3664.932913,7399.145595
1764.265823,6042.073344,4408.079462,6687.822965,3669.087337,7409.958385
1764.454266,6042.722344,4411.701924,6688.161867,3672.933474,7426.874145
1764.642709,6042.768344,4415.477744,6688.804637,3676.658977,7440.349675
1764.92093,6042.968344,4418.584848,6689.878508,3680.184168,7447.526455
1765.599015,6044.152344,4421.366539,6699.232182,3683.508303,7456.001225
1766.005012,6052.172344,4423.917904,6703.590372,3686.649997,7470.848005
1766.31922,6052.172344,4426.422602,6712.617092,3689.63308,7479.459565
1766.566786,6052.172344,4429.179369,6725.277152,3692.975831,7489.014485
1766.755229,6052.172344,4431.961059,6728.867022,3696.005083,7490.505598
1766.948813,6052.172344,4434.631859,6758.552922,3699.408151,7500.935923
1767.160392,6052.172344,4437.618828,6763.270994,3703.313116,7502.843289
1767.348835,6052.172344,4440.47627,6764.508938,3707.26127,7504.015979
1767.52691,6052.624344,4443.463239,6765.711115,3711.363568,7511.488879
1767.698074,6052.624344,4447.16181,6767.693795,3715.65054,7517.311085
1767.979727,6057.972344,4450.268914,6771.860649,3719.612098,7520.361888
1774.790043,6058.150344,4452.939714,6774.684292,3723.664505,7524.656766
1780.059341,6130.661344,4455.456027,6776.031076,3727.728825,7528.498496
1780.466725,6132.350344,4457.995667,6777.383246,3731.674001,7532.962526
1780.908624,6132.350344,4460.431513,6777.692706,3735.701089,7536.062976
1781.402252,6132.386344,4462.833462,6777.988887,3739.63584,7536.975079
1781.871821,6132.714344,4465.157633,6779.496675,3743.286133,7544.736419
1782.30622,6134.888344,4467.352743,6779.739553,3746.797175,7549.909499
1782.709629,6135.299344,4469.485312,6779.902125,3750.131735,7566.803929
1783.085168,6140.011344,4471.576923,6780.286317,3753.272685,7578.275569
1783.401722,6140.194344,4473.608166,6780.647437,3756.361509,7588.258259
1783.690085,6140.230344,4475.580318,6781.324263,3759.410122,7604.724599
1783.981856,6140.302344,4477.504195,6781.558467,3762.458735,7620.797499
1784.296335,6142.222344,4479.409005,6784.20563,3765.431393,7638.047029
1785.015836,6157.153344,4481.285478,6795.68896,3768.433092,7645.401879
1785.436681,6164.800344,4483.097029,6797.572742,3771.857755,7662.653079
1785.675018,6164.874344,4484.908579,6797.644328,3775.310715,7689.212859
1785.907191,6166.764344,4486.683776,6797.644424,3778.971433,7713.169659
1803.752948,6183.418344,4488.522951,6797.653888,3782.851079,7725.372729
1811.878281,6243.499344,4490.253457,6797.772797,3786.95859,7729.533089
1813.978796,6245.534344,4491.863216,6797.857742,3791.53002,7732.912199
1815.470371,6246.738344,4493.398695,6797.947577,3795.991241,7734.784239
1816.822863,6246.774344,4494.886084,6798.540001,3800.647561,7741.555739
1817.981032,6246.774344,4496.326487,6799.78672,3805.46696,7753.083259
1818.975168,6246.774344,4497.728584,6799.79408,3810.51199,7759.076569
1819.771799,6246.774344,4499.093125,6800.068871,3815.592018,7763.451501
1820.463222,6246.774344,4500.41359,6800.179909,3820.665345,7767.909781
1820.905046,6246.774344,4501.763324,6800.207426,3825.590485,7779.994641
1821.305313,6246.774344,4503.091056,6800.247651,3830.412863,7793.303071
1821.705581,6246.774344,4504.389876,6800.459803,3835.180137,7808.913671
1822.042979,6246.774344,4505.653213,6801.8143,3839.952623,7822.995781
1822.537758,6258.525344,4506.868079,6805.78406,3844.770534,7830.227311
1822.952738,6266.647344,4508.069355,6806.854025,3849.635357,7843.384931
1823.391249,6272.049344,4509.27063,6807.008622,3854.55603,7865.728391
1826.10791,6274.625344,4510.465152,6807.704852,3859.481915,7869.450451
1827.653026,6281.113344,4511.749693,6809.279616,3864.495669,7883.523851
1828.483542,6294.880344,4513.167014,6813.935456,3869.560059,7904.651851
1828.97759,6294.916344,4514.646484,6817.484656,3874.681788,7907.347641
1829.379331,6294.988344,4516.102418,6820.155526,3879.811708,7908.324123
1840.240457,6296.173344,4517.646025,6821.780594,3884.844824,7913.054475
1847.749521,6353.049344,4519.627937,6822.560678,3889.868258,7919.197425
1850.187427,6354.129344,4521.865479,6822.766073,3894.891693,7924.322812
1851.567317,6354.129344,4523.789355,6823.23388,3899.92034,7925.037572
1853.055545,6355.387344,4525.573588,6823.236901,3905.036112,7937.703672
1854.143445,6356.109344,4527.200216,6823.272133,3910.161564,7940.482253
1854.961126,6356.310344,4528.65615,6825.444066,3915.281804,7949.363429
1855.778807,6356.310344,4530.050672,6826.457165,3920.355875,7951.518201
1856.518892,6356.310344,4531.393039,6827.696203,3925.394203,7952.508526
1857.16382,6356.346344,4532.67758,6827.952393,3930.504762,7959.231056
1857.801508,6356.346344,4533.906148,6828.728077,3935.537877,7966.233976
1858.464535,6356.346344,4535.204967,6831.310451,3940.561312,7968.473578
1859.088796,6356.346344,4536.510969,6831.631384,3945.589959,7970.240854
1859.645922,6356.364344,4537.860703,6832.529491,3950.705731,7970.761062
1860.203047,6356.364344,4539.255225,6838.276495,3955.831183,7971.997621
1860.760173,6356.364344,4540.695628,6839.205052,3961.003548,7976.288741
1861.317298,6356.364344,4542.037996,6840.038026,3966.278676,7989.416561
1861.874424,6356.382344,4543.409989,6840.590542,3971.561995,7995.23576
1862.444977,6356.382344,4544.680361,6840.916763,3976.790209,8000.08082
1863.30191,6363.021344,4545.915829,6841.141849,3981.965553,8001.811745
1864.104591,6367.239344,4547.467601,6844.014968,3986.998668,8007.776525
1864.665579,6368.205344,4548.817335,6846.96346,3991.97519,8011.029925
1865.108746,6368.205344,4550.28109,6848.444564,3996.89065,8012.112321
1865.460283,6368.205344,4552.011597,6848.448044,4001.713028,8012.78444
1865.832923,6368.205344,4553.724461,6848.477732,4006.438601,8013.166608
1866.127607,6368.205344,4555.111445,6848.477732,4011.154494,8013.429108
1866.46748,6368.205344,4556.381817,6848.477732,4015.865174,8015.817314
1866.940024,6368.205344,4557.536413,6848.524189,4020.487985,8018.553004
1867.410793,6368.205344,4558.645669,6848.692001,4025.089945,8018.710195
1867.840758,6368.205344,4559.723371,6848.782991,4029.506487,8019.052472
1868.270724,6368.205344,4560.764082,6849.097814,4033.665379,8020.107708
1868.700689,6368.205344,4561.786659,6849.553596,4037.515983,8021.676068
1869.130655,6368.205344,4562.791335,6849.641786,4041.194573,8022.909812
1869.56062,6368.799344,4563.784212,6849.825863,4044.725722,8023.703069
1870.110742,6368.817344,4564.77709,6851.920887,4048.183894,8023.77184
1870.736407,6381.951344,4565.775848,6853.196322,4051.552708,8023.855532
1871.12871,6382.025344,4566.780525,6854.943747,4054.907373,8024.371126
1871.446118,6382.025344,4567.803101,6855.294012,4058.186084,8024.520354
1871.763527,6382.025344,4568.93162,6855.833741,4061.456604,8025.417064
1872.080935,6382.025344,4570.040876,6856.280792,4064.722655,8025.682284
1872.407121,6382.025344,4571.169395,6856.765,4067.912752,8027.063311
1872.743549,6382.025344,4572.297913,6857.74835,4071.094658,8027.585802
1873.060957,6382.099344,4573.381877,6860.35891,4074.272096,8029.414122
1873.399333,6403.125344,4574.42869,6861.508811,4077.378792,8046.572822
1874.007285,6411.859344,4575.48778,6863.384991,4080.556974,8050.923282
1874.478167,6418.690344,4576.480657,6864.029275,4083.870684,8051.2856
1874.958258,6421.234344,4577.438741,6864.237693,4087.414491,8058.39645
1875.293465,6421.234344,4578.396824,6864.44147,4090.883089,8062.21758
1875.547786,6421.234344,4579.354907,6864.89636,4094.25786,8064.009667
1875.802106,6421.234344,4580.273555,6864.89636,4097.712309,8064.202553
1876.056426,6421.288344,4581.181166,6864.89636,4101.170481,8065.402206
1876.310747,6421.288344,4582.072398,6865.321,4104.530359,8067.260736
1876.565067,6421.288344,4582.947474,6866.590305,4107.729392,8072.146292
1876.819387,6421.288344,4583.790886,6866.629006,4110.911298,8077.355392
1877.071356,6421.288344,4584.613684,6866.629006,4114.093204,8079.507614
1877.297455,6421.288344,4585.451914,6866.635011,4117.275109,8079.669881
1877.497466,6421.288344,4586.295326,6866.641431,4120.457015,8079.669881
1877.697476,6421.288344,4587.123244,6867.389734,4123.634453,8081.325045
1877.897487,6421.288344,4587.935864,6868.039238,4126.869229,8082.459238
1878.097497,6421.288344,4588.748484,6870.419598,4130.51431,8082.506511
1878.297508,6421.288344,4589.661595,6876.424368,4134.293428,8082.506511
1878.497519,6421.288344,4590.67818,6883.989428,4138.072546,8083.018742
1878.697529,6421.288344,4591.569413,6891.539698,4141.786879,8083.193634
1878.89754,6421.288344,4592.516103,6900.331398,4145.076015,8083.457486
1880.789338,6421.288344,4593.737807,6903.369948,4147.852084,8083.554221
1881.078545,6470.983344,4595.17821,6903.848747,4150.422629,8083.559612
1881.332866,6470.983344,4597.017385,6904.957197,4152.980515,8083.614512
1881.587186,6470.983344,4598.552865,6904.957197,4155.458723,8083.637238
1881.841506,6470.983344,4599.707461,6905.029565,4157.863955,8083.769661
1882.094651,6470.983344,4600.724046,6905.534759,4160.257272,8083.771998
1882.32075,6470.983344,4601.693621,6906.280163,4162.616336,8083.771998
1882.552728,6471.235344,4602.634651,6907.22465,4164.944868,8083.873119
1883.005801,6485.984344,4603.639327,6907.244384,4167.265954,8084.089542
1883.323209,6496.344344,4604.66792,6907.853191,4169.582572,8084.12086
1883.636536,6496.418344,4605.643278,6908.803521,4171.834405,8084.130938
1885.232786,6496.566344,4606.573061,6909.097244,4174.070601,8084.530251
1886.751355,6532.103344,4607.486172,6909.357913,4176.177226,8084.537142
1887.232021,6537.739344,4608.467349,6909.992126,4178.234705,8084.64057
1887.620471,6537.739344,4609.402744,6914.073106,4180.250483,8085.324041
1887.971529,6537.739344,4610.293976,6916.796386,4182.261793,8085.927072
1888.286216,6537.739344,4611.158395,6919.449948,4184.208318,8086.078654
1888.568436,6537.739344,4612.09379,6920.318017,4186.147396,8086.511779
1888.822757,6537.739344,4613.228791,6920.361126,4188.051476,8086.521711
1889.057087,6537.739344,4614.331687,6920.393042,4189.906409,8086.547724
1889.283186,6537.802344,4615.28977,6920.438468,4191.62507,8086.681011
1889.509285,6537.802344,4616.143642,6920.44233,4193.22831,8086.745923
1889.735384,6537.802344,4617.018718,6920.445481,4194.778679,8086.75643
1889.961483,6537.802344,4617.826292,6920.449502,4195.663327,8086.928211
1890.187582,6537.816344,4618.59917,6921.050007,4196.469788,8088.710439
1890.416033,6537.816344,4619.357523,6921.141167,4197.276248,8091.005988
1890.670353,6537.941344,4620.106313,6921.141167,4198.082708,8095.580075
1890.924673,6539.643344,4620.845624,6921.348258,4198.890657,8097.682067
1891.178994,6539.643344,4621.61364,6921.357477,4199.697117,8097.728299
1891.433314,6541.833344,4622.36243,6923.464977,4200.502088,8098.056799
1891.77505,6545.723344,4623.092361,6923.580201,4201.305569,8098.272248
1892.064442,6546.051344,4623.910052,6923.58087,4202.109051,8098.292784
1892.318762,6546.051344,4624.817662,6923.604194,4202.912532,8098.327805
1892.571907,6546.051344,4625.635353,6923.723474,4203.718993,8098.377338
1892.798006,6546.051344,4626.403369,6923.742721,4204.526942,8098.431362
1893.19238,6546.613344,4627.123994,6924.030494,4205.338615,8098.500366
1893.504633,6551.546344,4627.817265,6924.064494,4206.151777,8098.518691
1893.758954,6551.546344,4628.497153,6924.330728,4206.966428,8098.518691
1893.990932,6551.546344,4629.177042,6925.005316,4207.77959,8098.544865
1894.217031,6551.546344,4629.848115,6925.050363,4208.592752,8098.600988
1894.44313,6551.546344,4630.514805,6925.098589,4209.404424,8098.703237
1895.028692,6551.546344,4631.230814,6925.098589,4210.214608,8098.733359
1895.698809,6601.895344,4631.951439,6925.274564,4211.021068,8098.939279
1895.963275,6601.913344,4632.667448,6925.869072,4211.825294,8099.055505
1896.195254,6601.913344,4633.351769,6926.453536,4212.639945,8099.356696
1896.429584,6601.913344,4634.040558,6927.129721,4213.462788,8099.390334
1896.680376,6605.441344,4634.937217,6927.591402,4214.229037,8099.454902
1896.904301,6605.441344,4635.710095,6928.92022,4214.89848,8099.475341
1897.104312,6605.441344,4636.407872,6933.62845,4215.471864,8099.532331
1897.304323,6605.441344,4637.078945,6936.751886,4216.019184,8099.532331
1897.504333,6605.441344,4637.813554,6937.566189,4216.575441,8099.547128
1897.711225,6605.441344,4639.597787,6937.60269,4217.256799,8099.652903
