Pirai,,Rurrenabaque,,portachuelo2estrellas,
,,12710.16299,19906.31032,,
,,12719.60603,19917.89495,,
,,12727.92201,19924.97217,,
,,12735.63318,19927.4305,,
,,12742.62552,19927.57604,,
,,12749.6659,19927.98602,,
,,12757.63622,19933.98994,,
,,12765.63277,19937.94231,,
,,12772.94139,19944.35669,,
,,12779.21779,19946.31078,,
,,12784.58753,19946.97202,,
,,12789.23592,19947.30667,,
,,12793.26662,19947.98975,,
,,12796.81411,19948.31295,,
,,12800.3319,19949.51316,,
,,12803.54867,19952.54193,,
,,12806.40611,19961.10187,,
,,12809.05271,19969.45183,,
,,12811.54583,19983.79622,,
,,12813.91422,19984.78653,,
,,12816.51289,19993.5029,,
,,12819.40874,19998.23319,,
,,12822.25345,20003.84333,,
,,12825.06023,20006.88064,,
,,12827.62337,20010.12233,,
,,12829.96956,20010.70903,,
,,12832.2178,20020.26161,,
,,12834.56399,20021.53026,,
,,12837.35821,20023.29419,,
,,12839.85133,20026.14131,,
,,12842.28718,20030.65795,,
,,12845.50394,20037.79228,,
,,12848.74855,20040.72855,,
,,12851.56793,20041.0193,,
,,12854.3247,20043.89925,,
,,12857.1949,20066.91275,,
,,12860.12955,20067.43703,,
,,12862.97427,20067.84723,,
,,12865.71863,20077.21005,,
,,12868.28177,20077.98575,,
,,12870.89236,20079.172,,
,,12873.432,20085.83106,,
,,12876.09069,20099.10176,,
,,12878.65382,20101.29548,,
,,12881.11247,20104.86464,,
,,12883.33934,20116.99898,,
,,12885.43095,20120.03866,,
,,12887.67919,20123.98718,,
,,12890.46088,20125.1675,,
,,12892.80707,20135.98586,,
,,12895.07682,20136.56495,,
,,12897.71138,20139.09935,,
,,12900.27452,20140.44924,,
,,12902.56592,20142.80369,,
,,12904.84647,20151.84315,,
,,12907.54163,20152.91247,,
,,12909.93235,20153.46851,,
,,12912.06492,20153.64969,,
,,12914.13626,20154.40767,,
,,12916.66422,20156.8967,,
,,12919.85331,20164.36374,,
,,12923.62913,20165.63825,,
,,12927.75848,20167.85771,,
,,12931.74047,20169.46755,,
,,12935.36293,20169.60283,,
,,12938.63556,20169.81871,,
,,12941.48027,20170.21455,,
,,12943.58208,20170.34775,,
,,12945.38448,20170.98456,,
,,12947.06245,20171.31861,,
,,12948.65549,20173.12784,,
,,12950.19097,20176.67411,,
,,12951.67044,20183.51168,,
,,12953.11859,20186.03769,,
,,12954.55127,20186.8436,,
,,12955.98395,20186.8621,,
,,12957.39364,20186.86446,,
,,12958.78063,20187.11351,,
,,12960.14517,20187.11475,,
,,12961.4729,20187.12375,,
,,12962.75744,20187.15655,,
,,12964.01377,20187.15892,,
,,12965.24234,20187.26606,,
,,12966.4709,20187.59386,,
,,12967.74128,20187.66101,,
,,12969.06901,20187.67895,,
,,12970.35355,20187.71439,,
,,12971.63809,20187.72319,,
,,12972.85296,20187.81792,,
,,12974.04075,20190.56387,,
,,12975.22855,20192.22385,,
,,12976.42307,20196.02219,,
,,12977.59086,20196.03998,,
,,12978.74546,20196.04579,,
,,12979.88696,20196.07826,,
,,12981.00903,20196.08216,,
,,12982.11828,20196.23342,,
,,12983.25329,20196.4183,,
,,12984.42772,20196.41995,,
,,12985.65629,20199.56067,,
,,12986.86434,20201.95666,,
,,12988.03878,20202.00336,,
,,12989.19338,20202.0103,,
,,12990.35455,20202.53792,,
,,12991.55583,20204.12165,,
,,12992.87629,20204.32887,,
,,12994.34789,20204.3418,,
,,12995.75759,20204.36033,,
,,12997.08532,20205.19557,,
,,12998.32771,20205.79151,,
,,12999.52899,20206.65374,,
,,13000.70343,20207.90657,,
,,13001.84492,20208.8022,,
,,13002.95418,20210.58745,,
,,13004.03814,20210.60067,,
,,13005.10961,20210.93875,,
,,13006.16255,20210.94071,,
,,13007.19719,20212.22576,,
,,13008.22578,20212.30336,,
,,13009.26043,20212.35274,,
,,13010.35068,20212.43126,,
,,13011.62812,20212.43126,,
,,13013.09972,20212.47663,,
,,13014.49425,20213.48044,,
,,13015.77879,20214.78948,,
,,13016.98006,20215.6842,,
,,13018.09571,20216.56839,,
,,13019.17342,20219.69642,,
,,13020.22023,20219.75386,,
,,13021.25487,20220.39544,,
,,13022.27146,20220.57793,,
,,13023.26434,20225.4107,,
,,13024.23391,20225.94726,,
,,13025.18629,20225.95543,,
,,13026.12732,20225.97057,,
,,13027.0571,20225.97539,,
,,13027.97021,20225.97539,,
,,13028.86687,20225.97539,,
,,13029.75269,20225.97539,,
,,13030.62776,20225.97539,,
,,13031.49218,20225.97666,,
,,13032.34081,20226.00214,,
,,13033.17387,20226.01071,,
,,13033.99667,20226.07032,,
,,13034.80425,20226.29844,,
,,13035.59682,20227.52057,,
,,13036.38939,20227.84371,,
,,13037.177,20228.29543,,
,,13037.95476,20228.29564,,
,,13038.71794,20228.43618,,
,,13039.48596,20228.55223,,
,,13040.24914,20228.56996,,
,,13041.0027,20228.59179,,
,,13041.76588,20228.59179,,
,,13042.52423,20228.5991,,
,,13043.2778,20236.33166,,
,,13044.03137,20242.53657,,
,,13044.78015,20243.41388,,
,,13045.52894,20243.41443,,
,,13046.27298,20243.41856,,
,,13047.01229,20247.56084,,
,,13047.7469,20247.56778,,
,,13048.48621,20247.57735,,
,,13049.23978,20255.38161,,
,,13049.99335,20256.82643,,
,,13050.73738,20256.85648,,
,,13051.48142,20256.85821,,
,,13052.23021,20256.90177,,
,,13052.97425,20256.94178,,
,,13053.71356,20256.94399,,
,,13054.44349,20256.94399,,
,,13055.16412,20256.94399,,
,,13055.88474,20256.97236,,
,,13056.60075,20256.97236,,
,,13057.32138,20256.98587,,
,,13058.03738,20256.98587,,
,,13058.7488,20257.14463,,
,,13059.46022,20258.41567,,
,,13060.17164,20258.41608,,
,,13060.87849,20258.52806,,
,,13061.58534,20258.81951,,
,,13062.29218,20258.82177,,
,,13062.99903,20259.93993,,
,,13063.70588,20259.93993,,
,,13064.42189,20260.09697,,
,,13065.13331,20261.69963,,
,,13065.84473,20264.72857,,
,,13066.55614,20264.92907,,
,,13067.26299,20264.94096,,
,,13067.96984,20264.96126,,
,,13068.69511,20265.23667,,
,,13069.43442,20265.61714,,
,,13070.16435,20269.09278,,
,,13070.88498,20272.09808,,
,,13071.6056,20272.09821,,
,,13072.31702,20272.10014,,
,,13073.02844,20272.14419,,
,,13073.73985,20272.85981,,
,,13074.46048,20273.55164,,
,,13075.18574,20277.39652,,
,,13075.91568,20280.76592,,
,,13076.64561,20282.30759,,
,,13077.38492,20282.54875,,
,,13078.11953,20282.89115,,
,,13078.88271,20284.04765,,
,,13079.71062,20286.75451,,
,,13080.55404,20287.92764,,
,,13081.35158,20289.89344,,
,,13082.11476,20290.65918,,
,,13082.86355,20291.49742,,
,,13083.61234,20294.32791,,
,,13084.39995,20298.17516,,
,,13085.2025,20298.36942,,
,,13086.03556,20302.47915,,
,,13086.82317,20306.74492,,
,,13087.71441,20317.4528,,
,,13088.63305,20322.43646,,
,,13089.46612,20322.6802,,
,,13090.25869,20323.51232,,
,,13091.05623,20325.13616,,
,,13091.8638,20325.83517,,
,,13092.70722,20329.44472,,
,,13093.60387,20329.56238,,
,,13094.40643,20329.71913,,
,,13095.20397,20330.41393,,
,,13096.02166,20332.28769,,
,,13096.94031,20338.11828,,
,,13097.77854,20343.27305,,
,,13098.57111,20350.97382,,
,,13099.34399,20357.27517,,
,,13100.10234,20357.61891,,
,,13100.86552,20357.63092,,
,,13101.68832,20360.12561,,
,,13102.57414,20364.44696,,
,,13103.54371,20364.86843,,
,,13104.51329,20372.88587,,
,,13105.41541,20378.18813,,
,,13106.31753,20378.91093,,
,,13107.58791,20381.10703,,
,,13108.9599,20386.55959,,
,,13110.07555,20394.87317,,
,,13111.07431,20396.78392,,
,,13112.06719,20400.54248,,
,,13113.01956,20412.77206,,
,,13114.00657,20421.26416,,
,,13115.24896,20423.57763,,
,,13116.45024,20424.20289,,
,,13117.5342,20439.19998,,
,,13118.70864,20440.26939,,
,,13120.05837,20442.43242,,
,,13121.56966,20443.24878,,
,,13123.06498,20444.86913,,
,,13124.48231,20451.64507,,
,,13126.21281,20454.0838,,
,,13127.70813,20454.88705,,
,,13128.99979,20455.62337,,
,,13130.27017,20456.39509,,
,,13131.62728,20466.12061,,
,,13133.13857,20467.51636,,
,,13134.71501,20469.43985,,
,,13136.23433,20471.4684,,
,,13137.88648,20476.95846,,
,,13139.49624,20480.67439,,
,,13141.11442,20483.60656,,
,,13142.57818,20490.44972,,
,,13144.01858,20496.62928,,
,,13145.50597,20503.96548,,
,,13147.22764,20507.68157,,
,,13148.97592,20508.73489,,
,,13150.98732,20511.34556,,
,,13152.99873,20511.5921,,
,,13155.92042,20511.68367,,
,,13158.68962,20512.1291,,
,,13160.74084,20512.53085,,
,,13162.44493,20513.97061,,
,,13163.97231,20515.06066,,
,,13165.37441,20516.03606,,
,,13166.70214,20517.7797,,
,,13168.02261,20520.39162,,
,,13169.27195,20522.58349,,
,,13170.51434,20529.10281,,
,,13171.75673,20534.27775,,
,,13172.97844,20538.79756,,
,,13174.31348,20543.18915,,
,,13175.90651,20543.90116,,
,,13177.60187,20544.04035,,
,,13178.95898,20547.9768,,
,,13180.14678,20551.64816,,
,,13181.36848,20557.04158,,
,,13182.67448,20566.73621,,
,,13183.9733,20578.10539,,
,,13185.25784,20583.73052,,
,,13186.58558,20586.40552,,
,,13188.2463,20590.80078,,
,,13190.61468,20594.11759,,
,,13192.75759,20596.23462,,
,,13195.10378,20603.94438,,
,,13197.36275,20618.61313,,
,,13199.62171,20634.62737,,
,,13202.08036,20635.82732,,
,,13204.17197,20641.59117,,
,,13206.0673,20644.62287,,
,,13208.2519,20651.06202,,
,,13210.66511,20659.50274,,
,,13212.78739,20672.42914,,
,,13214.879,20684.01715,,
,,13217.3837,20685.91929,,
,,13219.61057,20697.14129,,
,,13221.81623,20699.19514,,
,,13224.02189,20715.18013,,
,,13226.87933,20720.95426,,
,,13229.89269,20724.57288,,
,,13232.60009,20730.69085,,
,,13236.29866,20734.32124,,
,,13239.35195,20735.41221,,
,,13242.17134,20738.86446,,
,,13244.90334,20747.74714,,
,,13247.5379,20756.59315,,
,,13250.05421,20777.67535,,
,,13252.3565,20801.80185,,
,,13254.47878,20815.89529,,
,,13256.93743,20819.14883,,
,,13260.32386,20827.29563,,
,,13263.40396,20836.84883,,
,,13268.10667,20840.04487,,
,,13273.63767,20840.90019,,
,,13278.5621,20843.10487,,
,,13284.15444,20846.62398,,
,,13289.30783,20848.00695,,
,,13294.51961,20854.29766,,
,,13298.95517,20872.09942,,
,,13302.87289,20873.05968,,
,,13306.51049,20875.73109,,
,,13309.99879,20880.97811,,
,,13313.62125,20888.63134,,
,,13316.83801,20902.39458,,
,,13320.12471,20909.01939,,
,,13322.93149,20910.52632,,
,,13325.54208,20919.25782,,
,,13328.32377,20920.21447,,
,,13332.27353,20924.17049,,
,,13337.25452,20925.60693,,
,,13341.51805,20940.42383,,
,,13345.38806,20941.81702,,
,,13349.07132,20948.21001,,
,,13352.76989,20948.68632,,
,,13355.9178,20952.07172,,
,,13359.21861,20954.68725,,
,,13363.10449,20959.17483,,
,,13366.13113,20966.13368,,
,,13368.65908,20968.73752,,
,,13371.12918,20985.09993,,
,,13373.73977,20988.63957,,
,,13376.20987,20997.47856,,
,,13378.72618,21013.52588,,
,,13381.25414,21018.7522,,
,,13383.67865,21022.51904,,
,,13386.23001,21023.21428,,
,,13388.93741,21025.17515,,
,,13392.52975,21034.4725,,
,,13396.01804,21038.68439,,
,,13399.24871,21048.2909,,
,,13402.5073,21070.2046,,
,,13405.41605,21077.09481,,
,,13408.08685,21086.79559,,
,,13410.96987,21095.40309,,
,,13413.94369,21103.18166,,
,,13417.9907,21106.36072,,
,,13423.14409,21108.76085,,
,,13427.79248,21109.98145,,
,,13432.73572,21116.13057,,
,,13438.57583,21116.83826,,
,,13447.79476,21118.57707,,
,,13455.05323,21120.39962,,
,,13461.59328,21127.95477,,
,,13467.59243,21134.88105,,
,,13472.68706,21136.45836,,
,,13476.86762,21138.33092,,
,,13480.47944,21144.81421,,
,,13484.03796,21146.1895,,
,,13488.01188,21147.32341,,
,,13491.41429,21148.94135,,
,,13494.40387,21152.19208,,
,,13497.48678,21159.35745,,
,,13500.76332,21165.29944,,
,,13504.03987,21170.13336,,
,,13507.14647,21175.08728,,
,,13510.11307,21175.91928,,
,,13513.26749,21177.64102,,
,,13518.95196,21179.57182,,
,,13526.16376,21185.18418,,
,,13533.42223,21191.27858,,
,,13539.74982,21198.93649,,
,,13545.62938,21203.43577,,
,,13550.51586,21206.55386,,
,,13555.26739,21211.1834,,
,,13560.43294,21216.39465,,
,,13566.23383,21222.40817,,
,,13572.68822,21227.06654,,
,,13579.05786,21229.74633,,
,,13585.30203,21231.50469,,
,,13591.54619,21232.73326,,
,,13596.74751,21233.70007,,
,,13602.78696,21238.26491,,
,,13608.39486,21239.00416,,
,,13613.41933,21240.446,,
,,13617.05803,21243.37692,,
,,13620.21245,21249.0527,,
,,13624.36298,21251.03879,,
,,13629.28367,21251.11028,,
,,13633.7108,21252.50794,,
,,13638.46233,21253.84611,,
,,13643.28096,21253.96613,,
,,13647.67664,21254.06905,,
,,13651.7973,21256.86969,,
,,13655.65685,21260.74378,,
,,13658.48854,21265.77118,,
,,13661.04468,21273.31765,,
,,13663.4038,21273.63492,,
,,13665.66907,21273.67952,,
,,13668.06658,21274.77648,,
,,13670.60245,21274.93963,,
,,13673.15859,21274.99891,,
,,13675.96828,21275.00747,,
,,13678.71278,21275.00858,,
,,13681.1103,21275.03742,,
,,13683.04569,21275.49475,,
,,13684.9168,21277.02784,,
,,13686.5476,21278.12114,,
,,13688.08133,21281.83108,,
,,13689.50985,21282.42177,,
,,13690.8511,21282.59636,,
,,13692.08647,21288.01345,,
,,13693.36804,21290.45935,,
,,13695.27108,21291.82384,,
,,13697.74691,21291.82443,,
,,13699.69864,21292.12692,,
,,13701.19222,21292.18462,,
,,13702.54567,21292.34593,,
,,13704.01295,21292.66023,,
,,13705.56026,21292.66351,,
,,13706.96341,21293.1826,,
,,13708.32915,21293.19574,,
,,13709.65829,21296.68138,,
,,13710.82686,21300.44049,,
,,13711.97381,21302.36174,,
,,13713.11007,21302.56929,,
,,13714.26779,21302.98699,,
,,13715.43636,21303.05086,,
,,13717.26038,21303.05108,,
,,13719.91985,21303.25136,,
,,13721.63769,21303.25136,,
,,13722.89599,21303.2515,,
,,13724.16588,21303.25166,,
,,13725.41267,21303.25552,,
,,13726.57039,21303.25552,,
,,13727.62398,21303.25622,,
,,13728.63808,21303.25622,,
,,13729.62335,21303.25622,,
,,13730.60861,21303.29269,,
,,13731.59388,21303.35306,,
,,13732.57914,21303.37836,,
,,13733.55494,21303.38562,,
,,13734.54021,21303.38562,,
,,13735.51601,21303.38563,,
,,13736.49181,21303.72319,,
,,13737.46761,21303.73658,,
,,13738.43401,21304.52815,,
,,13739.40042,21304.86155,,
,,13740.36683,21304.86238,,
,,13741.32392,21304.86238,,
,,13742.27175,21310.13763,,
,,13743.21041,21310.1623,,
,,13744.13996,21310.16325,,
,,13745.06047,21313.54279,,
,,13745.97203,21315.37358,,
,,13746.88358,21319.16846,,
,,13747.89768,21319.77344,,
,,13748.97148,21319.79451,,
,,13749.9759,21319.94672,,
,,13750.89641,21319.96354,,
,,13751.92028,21320.00763,,
,,13753.05655,21320.02538,,
,,13754.10015,21320.65374,,
,,13755.03881,21320.65571,,
,,13755.94148,21320.79059,,
,,13756.84414,21321.72224,,
,,13757.72922,21323.36982,,
,,13758.60561,21323.42949,,
,,13759.45634,21323.53306,,
,,13760.28202,21324.66484,,
,,13761.10771,21324.6715,,
,,13762.00154,21324.74443,,
,,13762.89538,21324.95697,,
,,13763.78046,21326.29788,,
,,13764.62278,21327.31234,,
,,13765.42399,21328.9861,,
,,13766.18573,21329.13928,,
,,13766.92454,21329.22173,,
,,13767.65582,21329.50617,,
,,13768.37965,21329.64373,,
,,13769.13369,21330.93214,,
,,13769.91892,21331.37224,,
,,13770.67295,21332.60645,,
,,13771.40423,21338.71201,,
,,13772.11331,21340.00363,,
,,13772.80075,21340.89804,,
,,13773.4811,21341.69035,,
,,13774.19018,21342.04707,,
,,13774.93656,21342.07354,,
,,13775.77052,21342.08178,,
,,13776.70007,21342.08203,,
,,13777.57646,21342.43099,,
,,13778.42719,21342.4939,,
,,13779.24465,21342.49499,,
,,13780.02988,21342.54212,,
,,13780.80721,21342.54454,,
,,13781.59244,21342.58645,,
,,13782.34647,21343.38642,,
,,13783.07775,21343.71603,,
,,13783.80158,21344.57159,,
,,13784.51067,21345.02743,,
,,13785.21975,21350.58566,,
,,13785.94358,21354.84951,,
,,13786.70532,21354.96914,,
,,13787.42175,21354.96944,,
,,13788.08113,21354.97734,,
,,13788.86636,21354.97747,,
,,13789.65956,21354.97759,,
,,13790.4213,21355.4169,,
,,13791.18305,21355.41757,,
,,13791.87764,21355.41807,,
,,13792.53703,21355.47721,,
,,13793.19641,21355.79342,,
,,13793.84893,21371.00088,,
,,13794.49464,21378.65148,,
,,13795.1336,21379.23625,,
,,13795.72053,21380.36907,,
,,13796.30122,21380.38361,,
,,13796.96753,21380.38361,,
,,13797.8353,21380.39379,,
,,13798.9091,21380.43926,,
,,13799.9039,21380.45403,,
,,13800.85174,21380.45403,,
,,13801.63696,21380.45403,,
,,13802.33156,21380.4544,,
,,13803.00486,21380.46235,,
,,13803.66424,21380.4635,,
,,13804.32363,21380.4635,,
,,13804.97615,21380.66981,,
,,13805.60841,21380.67231,,
,,13806.20803,21380.70136,,
,,13806.77027,21380.79034,,
,,13807.30279,21380.81228,,
,,13807.82951,21380.81736,,
,,13808.35051,21380.99378,,
,,13808.8715,21381.97594,,
,,13809.3868,21381.98156,,
,,13809.9021,21382.15376,,
,,13810.42309,21382.32998,,
,,13810.94408,21385.22469,,
,,13811.45375,21389.99292,,
,,13811.96341,21397.1076,,
,,13812.47307,21400.41189,,
,,13812.97161,21402.06171,,
,,13813.47014,21403.51672,,
,,13813.96318,21404.5793,,
,,13814.46172,21406.00834,,
,,13815.02395,21406.83156,,
,,13815.5682,21412.57964,,
,,13816.21391,21413.12207,,
,,13817.03137,21413.19049,,
,,13817.74779,21413.23505,,
,,13818.34741,21413.40373,,
,,13819.24125,21414.90843,,
,,13820.48803,21414.98355,,
,,13821.40855,21415.56891,,
,,13822.24251,21417.81942,,
,,13823.01201,21424.18909,,
,,13823.65096,21424.78011,,
,,13824.27659,21427.44144,,
,,13824.90221,21428.97052,,
,,13825.52125,21431.61289,,
,,13826.32246,21432.91758,,
,,13827.16478,21434.10004,,
,,13827.98224,21434.43794,,
,,13828.70607,21434.45187,,
,,13829.41515,21434.9344,,
,,13830.14644,21438.97581,,
,,13830.89282,21439.12361,,
,,13831.66232,21439.19521,,
,,13832.41635,21440.6436,,
,,13833.13278,21444.23234,,
,,13833.86406,21448.12518,,
,,13834.61809,21451.44096,,
,,13835.38759,21451.54348,,
,,13836.11142,21452.6299,,
,,13836.79177,21453.47233,,
,,13837.52305,21456.33077,,
,,13838.9644,21457.02904,,
,,13840.15491,21467.03488,,
,,13841.05757,21467.9362,,
,,13841.9083,21468.05375,,
,,13842.74226,21468.09049,,
,,13843.504,21469.26504,,
,,13844.24281,21469.4485,,
,,13844.98161,21470.18018,,
,,13845.73565,21471.57768,,
,,13846.51298,21483.29922,,
,,13847.28248,21486.75706,,
,,13848.18514,21487.93039,,
,,13849.1147,21488.01944,,
,,13849.89992,21488.02398,,
,,13850.80259,21488.15925,,
,,13852.3912,21488.24517,,
,,13853.95218,21488.3225,,
,,13855.21049,21498.712,,
,,13856.26408,21500.9523,,
,,13857.20274,21501.68535,,
,,13858.07051,21504.14919,,
,,13858.91283,21505.73183,,
,,13859.70602,21508.58974,,
,,13860.49125,21513.87606,,
,,13861.49567,21515.33198,,
,,13862.55933,21516.41185,,
,,13863.58319,21516.90896,,
,,13864.73014,21517.07734,,
,,13865.90964,21521.06533,,
,,13867.25089,21531.56159,,
,,13868.89594,21536.19675,,
,,13870.29908,21538.1296,,
,,13871.44603,21542.98779,,
,,13872.36654,21557.55643,,
,,13873.42013,21560.45389,,
,,13875.19803,21563.21823,,
,,13876.82883,21568.5965,,
,,13878.17008,21569.49576,,
,,13879.51133,21584.7584,,
,,13880.99171,21589.10086,,
,,13882.65112,21590.19539,,
,,13884.80772,21590.82283,,
,,13886.61626,21591.723,,
,,13888.26132,21594.68994,,
,,13890.21305,21597.84522,,
,,13892.49684,21599.23017,,
,,13894.15625,21607.79178,,
,,13895.58477,21620.6267,,
,,13897.17338,21625.23148,,
,,13898.83279,21637.53825,,
,,13900.27414,21645.19356,,
,,13902.05204,21647.26801,,
,,13904.48846,21650.04435,,
,,13906.73531,21650.58206,,
,,13908.59062,21655.77224,,
,,13910.98813,21656.03688,,
,,13913.36638,21656.78935,,
,,13915.33457,21658.6432,,
,,13916.99398,21661.20152,,
,,13918.5826,21661.85266,,
,,13919.98574,21662.48289,,
,,13921.18733,21663.07402,,
,,13922.29201,21665.38688,,
,,13923.38631,21671.8391,,
,,13924.57682,21673.88755,,
,,13926.03108,21675.87911,,
,,13927.7938,21676.84987,,
,,13929.18438,21681.02879,,
,,13930.51353,21689.17806,,
,,13932.33755,21701.36414,,
,,13933.81793,21708.14803,,
,,13935.22107,21724.31321,,
,,13936.62421,21735.03454,,
,,13937.95336,21736.56533,,
,,13939.77738,21737.23175,,
,,13941.49522,21738.48836,,
,,13943.15463,21740.24513,,
,,13945.31122,21752.86958,,
,,13948.07731,21764.66637,,
,,13949.96433,21767.50362,,
,,13951.45791,21768.90867,,
,,13952.88642,21769.69163,,
,,13954.1916,21774.42438,,
,,13956.03122,21775.8965,,
,,13958.62831,21784.85734,,
,,13960.68043,21792.8052,,
,,13962.21417,21798.99407,,
,,13963.69455,21810.97399,,
,,13965.25553,21817.85736,,
,,13966.91494,21824.624,,
,,13968.70811,21846.549,,
,,13970.42594,21851.4647,,
,,13972.78507,21869.16,,
,,13975.75167,21876.84016,,
,,13977.76989,21879.65589,,
,,13980.40842,21887.80708,,
,,13985.86564,21907.01648,,
,,13992.98483,21927.45248,,
,,13996.78819,21933.84211,,
,,13999.94261,21954.42541,,
,,14001.99473,21970.53829,,
,,14004.04686,21994.32329,,
,,14006.99063,22003.4924,,
,,14009.80031,22014.49001,,
,,14012.3974,22025.22677,,
,,14016.57795,22038.70933,,
,,14027.11171,22046.37977,,
,,14039.89427,22052.52791,,
,,14048.18984,22055.85808,,
,,14054.68695,22057.02629,,
,,14060.07004,22057.86536,,
,,14063.29729,22069.55472,,
,,14066.06338,22074.71997,,
,,14069.83889,22077.61726,,
,,14074.20332,22084.93527,,
,,14078.03469,22094.31921,,
,,14081.70043,22095.67736,,
,,14086.09612,22098.80447,,
,,14091.22612,22100.48597,,
,,14094.89186,22107.5741,,
,,14099.98648,22115.93834,,
,,14106.78895,22121.04233,,
,,14110.79188,22124.37227,,
,,14114.01913,22125.49464,,
,,14117.17355,22128.84627,,
,,14120.73208,22131.34495,,
,,14125.12776,22137.30977,,
,,14129.24842,22140.26418,,
,,14133.48956,22144.33474,,
,,14137.73071,22149.95853,,
,,14141.45101,22152.14371,,
,,14144.58146,22158.91467,,
,,14147.45756,22163.94704,,
,,14150.54047,22166.12531,,
,,14153.69489,22167.51942,,
,,14156.82533,22174.58749,,
,,14160.07716,22190.77599,,
,,14163.16007,22194.20796,,
,,14167.04795,22195.23622,,
,,14171.05088,22195.37754,,
,,14174.4533,22195.82327,,
,,14177.90713,22197.6911,,
,,14181.96858,22198.72526,,
,,14186.33301,22199.12147,,
,,14190.48354,22201.94252,,
,,14194.39993,22202.37767,,
,,14197.87971,22205.26236,,
,,14201.10696,22205.41267,,
,,14203.96078,22206.90048,,
,,14206.53732,22209.92258,,
,,14209.13441,22210.58749,,
,,14211.55131,22211.67897,,
,,14214.08718,22212.03254,,
,,14216.38962,22218.36714,,
,,14218.45888,22225.01884,,
,,14220.76132,22232.25516,,
,,14223.06376,22236.30224,,
,,14225.04852,22238.98371,,
,,14226.90383,22241.14553,,
,,14228.72785,22245.81736,,
,,14230.69604,22247.34255,,
,,14234.12408,22248.668,,
,,14237.45053,22251.06131,,
,,14239.96625,22252.74974,,
,,14242.10514,22254.88047,,
,,14244.74368,22268.7077,,
,,14247.57536,22280.34855,,
,,14250.05118,22283.603,,
,,14252.56691,22284.52771,,
,,14255.02296,22288.71863,,
,,14257.64071,22292.32423,,
,,14260.34242,22293.34334,,
,,14263.71936,22298.80355,,
,,14266.94661,22300.52222,,
,,14269.80043,22300.83072,,
,,14272.72151,22301.61889,,
,,14275.66527,22310.40551,,
,,14278.47496,22311.38811,,
,,14281.07204,22312.97772,,
,,14284.15495,22314.66662,,
,,14286.87799,22316.02431,,
,,14289.86757,22316.4495,,
,,14293.64309,22316.65983,,
,,14296.28162,22316.66283,,
,,14298.58406,22316.87076,,
,,14301.69066,22316.97352,,
,,14305.30248,22316.99569,,
,,14308.06856,22317.64845,,
,,14310.31541,22318.76604,,
,,14312.31685,22322.69352,,
,,14314.15646,22322.94621,,
,,14315.90412,22325.58945,,
,,14317.54918,22325.62951,,
,,14319.15175,22326.66261,,
,,14320.84017,22327.51014,,
,,14323.5207,22327.90123,,
,,14325.95712,22327.93173,,
,,14327.84414,22328.04566,,
,,14329.57683,22328.04992,,
,,14331.22189,22328.05569,,
,,14332.96955,22328.08226,,
,,14334.97098,22328.28817,,
,,14336.57356,22331.89321,,
,,14338.04083,22336.54643,,
,,14339.44397,22336.69674,,
,,14340.78523,22336.7826,,
,,14342.06679,22337.07821,,
,,14343.31358,22337.45935,,
,,14344.61876,22337.98197,,
,,14346.38148,22338.24205,,
,,14348.05536,22338.40826,,
,,14349.43347,22344.20652,,
,,14350.68026,22345.40111,,
,,14351.87077,22349.93936,,
,,14353.06128,22349.99704,,
,,14354.26287,22351.56482,,
,,14355.40982,22352.11877,,
,,14356.49383,22354.58902,,
,,14357.58813,22360.18019,,
,,14358.96625,22360.87274,,
,,14360.47313,22360.92055,,
,,14361.73143,22361.06398,,
,,14362.9442,22361.74318,,
,,14364.49151,22364.88873,,
,,14366.16538,22366.97429,,
,,14368.11712,22367.9692,,
,,14369.6781,22368.80878,,
,,14371.03155,22369.55545,,
,,14372.25558,22369.69067,,
,,14373.50236,22369.69455,,
,,14375.35767,22369.69554,,
,,14376.87793,22369.98577,,
,,14378.21918,22370.02181,,
,,14379.48907,22370.02191,,
,,14380.7131,22370.02197,,
,,14381.86004,22370.02366,,
,,14383.01776,22370.02854,,
,,14384.17547,22370.08188,,
,,14385.28015,22370.14463,,
,,14386.33374,22370.20227,,
,,14387.32854,22370.64793,,
,,14388.25809,22373.28129,,
,,14389.19675,22375.69269,,
,,14390.10831,22376.61336,,
,,14391.01097,22376.74963,,
,,14392.10527,22376.82785,,
,,14393.0531,22377.38542,,
,,14394.06721,22377.41005,,
,,14395.314,22377.77927,,
,,14396.72978,22378.34219,,
,,14398.21016,22379.24703,,
,,14399.40067,22379.87712,,
,,14400.45426,22380.47519,,
,,14401.43952,22380.47942,,
,,14402.34219,22380.48339,,
,,14403.25374,22380.48339,,
,,14404.43323,22380.50812,,
,,14405.5695,22380.51193,,
,,14406.69516,22380.51193,,
,,14407.61567,22380.53514,,
,,14408.50075,22380.53931,,
,,14409.38583,22380.5478,,
,,14410.30635,22383.23251,,
,,14411.18274,22389.27446,,
,,14412.07657,22391.24416,,
,,14412.98812,22391.89081,,
,,14413.87321,22391.91659,,
,,14414.75829,22391.91895,,
,,14415.65212,22392.75763,,
,,14416.85372,22392.76554,,
,,14417.97938,22392.76668,,
,,14419.13709,22392.77063,,
,,14420.24177,22392.7758,,
,,14421.23657,22392.78128,,
,,14422.15709,22393.46032,,
